ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2035-07-24,39,75218,642,Employed,Bachelor,15,34833,72,Married,0,Rent,524,0.2713884827365264,3,2,0.2383532765601904,0,Home,0,23,27,1056,2364,90284,14803,6268.166666666667,0.8447669660926609,2,75481,0.228833,0.2516151923404431,941.7579967182619,0.23384157994920288,0,47.0
2035-07-25,54,87855,633,Employed,Bachelor,35,24459,48,Married,0,Rent,579,0.16225950634587555,3,0,0.06641476209749075,0,Education,0,20,28,3539,613,8711,25654,7321.25,0.8200163776489215,3,11923,0.20295900000000003,0.17882629846542675,716.9838891083317,0.17701675111604329,1,36.0
2035-07-26,23,23545,588,Employed,High School,3,16249,48,Married,0,Mortgage,418,0.23355061777778668,1,2,0.02653501276831655,0,Home,0,18,7,2990,2019,43372,208316,1962.0833333333333,0.7690687339080028,5,15588,0.217249,0.24543935121880991,534.6452359717277,0.4855274084374913,0,53.0
2035-07-27,46,108822,566,Employed,Master,23,21504,24,Married,3,Mortgage,874,0.1826002945713475,6,0,0.4543813618833755,0,Debt Consolidation,0,31,18,1961,1107,78955,14555,9068.5,0.8962108256479092,1,64400,0.21350399999999997,0.1798649186134972,1073.4275410131452,0.21474637933651047,1,41.6
2035-07-28,62,50880,629,Employed,Bachelor,40,29689,60,Divorced,2,Mortgage,223,0.41393019356357846,3,1,0.5037475254967582,0,Education,0,19,21,1493,1421,63587,13982,4240.0,0.8116577053021,3,49605,0.22018900000000002,0.19098597953733396,771.7606188541585,0.23461335350333926,0,56.0
2035-07-29,45,40529,497,Employed,Bachelor,24,31273,36,Divorced,0,Mortgage,723,0.2540695666567128,4,2,0.08039228568465427,0,Home,0,18,12,6187,170,268649,18558,3377.4166666666665,0.750888163126692,5,250091,0.267773,0.23654458464547123,1221.2623630083876,0.57566553223866,0,45.0
2035-07-30,43,163898,566,Employed,High School,24,24437,24,Divorced,3,Own,458,0.47900258999646317,5,0,0.2979727578155192,0,Auto,0,31,22,4151,566,34528,43594,13658.166666666666,0.9635268141923509,5,15050,0.21643699999999996,0.19392604746106537,1236.5017054019897,0.12406509209889002,1,40.800000000000004
2035-07-31,40,61299,537,Employed,Associate,17,54110,48,Married,3,Own,1799,0.3664528081571247,0,0,0.4796158381206251,0,Debt Consolidation,0,20,29,786,1258,158719,13496,5108.25,0.8308475358845824,5,145223,0.28060999999999997,0.299306869971348,1946.1035721784253,0.7331480589592181,0,52.0
2035-08-01,21,79981,600,Employed,Master,0,14160,12,Married,0,Mortgage,398,0.1569483682511365,1,3,0.41939878795283364,0,Auto,0,22,7,1423,1337,107240,35276,6665.083333333333,0.7482569905596385,3,71964,0.17916,0.18534536786600295,1301.7936268481853,0.2550296135604484,1,40.800000000000004
2035-08-02,56,146944,642,Unemployed,Master,32,28668,24,Divorced,2,Rent,229,0.45331275529436205,5,1,0.40698488652115106,0,Auto,1,26,26,24603,215,54775,18221,12245.333333333334,0.7924803174823476,5,36554,0.182668,0.18284097973740468,1435.1625030627579,0.13590177235377487,1,48.800000000000004
2035-08-03,32,25635,603,Unemployed,High School,9,21294,36,Divorced,0,Mortgage,375,0.1176055302729799,2,1,0.2807649843556449,0,Other,0,25,15,903,14411,64606,14162,2136.25,0.940457949203859,3,50444,0.204794,0.2449159182330404,840.9304998966611,0.5691892334214914,0,51.0
2035-08-04,46,96479,547,Self-Employed,High School,24,36662,120,Married,1,Mortgage,245,0.28401987803964157,3,1,0.18923789576074063,0,Education,0,18,5,1306,1238,144535,24188,8039.916666666667,0.8314745711884894,8,120347,0.318162,0.2545296,845.7707647295741,0.1356694117554586,0,50.0
2035-08-05,21,25068,566,Employed,Associate,0,22137,72,Married,1,Other,779,0.13875253328488238,4,0,0.3350739009527774,0,Auto,0,25,21,1810,1042,40993,11962,2089.0,0.9128610654495669,4,29031,0.25413699999999995,0.2909869934110613,653.1640490679944,0.6855739823207249,0,55.0
2035-08-06,25,27734,509,Employed,Associate,5,62433,48,Married,2,Mortgage,343,0.40199825665487865,6,2,0.25495864556942355,0,Education,0,25,28,10385,1034,30959,24271,2311.1666666666665,0.7968736927495873,6,17484,0.302933,0.3635196,2484.351096138513,1.2233436631449541,0,55.0
2035-08-07,57,52461,573,Employed,Bachelor,33,23029,36,Married,1,Mortgage,383,0.2373643679701759,1,3,0.10455397330609409,0,Debt Consolidation,0,34,2,12979,675,73784,16642,4371.75,0.6458019884511538,5,57142,0.221529,0.2220088593338275,881.8830246527261,0.289331051558924,0,52.0
2035-08-08,35,35610,527,Employed,Doctorate,16,31777,48,Single,0,Mortgage,408,0.4292746250578004,6,2,0.3379065376727796,0,Debt Consolidation,0,24,26,792,668,32570,32917,2967.5,0.940484259025354,2,16935,0.263277,0.26958226996042756,1088.636450558088,0.5043425275680161,0,56.0
2035-08-09,57,100056,656,Employed,Associate,36,19931,60,Single,2,Own,267,0.44503179049021163,2,0,0.08159555553922461,0,Debt Consolidation,0,21,20,637,280,49939,14728,8338.0,0.9651668029895186,5,35211,0.19693100000000002,0.17055411930024433,495.9307200238763,0.09150044615301947,1,35.2
2035-08-10,39,55673,587,Employed,High School,19,26144,12,Married,4,Other,285,0.2319145454211803,5,0,0.46854967397515107,0,Home,0,27,6,1766,2477,139756,197404,4639.416666666667,0.7671824285301769,3,19557,0.19764400000000001,0.18555908829713122,2403.8039379773854,0.5795564682292785,0,58.0
2035-08-11,18,34215,572,Employed,Master,0,16222,120,Married,2,Mortgage,204,0.4301509051799801,1,1,0.18164773706493545,0,Education,1,30,27,2985,809,67321,2465,2851.25,0.6422314794027953,4,64856,0.285222,0.3100485316576704,439.72898803099355,0.22577079808189165,0,56.0
2035-08-12,50,90565,582,Employed,High School,28,27299,60,Married,1,Mortgage,145,0.5686332584654705,5,1,0.13540979030912795,0,Education,0,25,12,18003,3578,57706,58810,7547.083333333333,0.9275470306993093,7,11350,0.24129899999999999,0.23382858556727318,775.5884107561814,0.12197936210538482,0,50.0
2035-08-13,32,53308,650,Employed,Doctorate,10,8253,120,Single,0,Rent,379,0.37829015752523437,2,1,0.3629561929938155,0,Home,0,23,9,913,378,92237,11713,4442.333333333333,0.7126810500214888,6,80524,0.23825300000000002,0.23380332497040945,178.4093952428878,0.12547671536945024,1,37.6
2035-08-14,48,41464,647,Employed,Bachelor,28,16829,48,Divorced,2,Other,313,0.09189758975784594,6,1,0.4074161300844388,0,Home,0,26,8,10128,5232,89322,22784,3455.3333333333335,0.9166559538946569,6,66538,0.18832900000000002,0.20760089824565153,518.9525290195421,0.2407734504204733,0,52.0
2035-08-15,40,61639,649,Employed,Master,18,15595,60,Married,2,Rent,246,0.04952691752604988,2,2,0.3631816910567005,0,Home,0,29,21,4904,729,216162,25370,5136.583333333333,0.7066254828108007,6,190792,0.19609500000000002,0.18008783953161786,396.0850244781126,0.12500235717220187,1,36.800000000000004
2035-08-16,21,48273,578,Employed,High School,0,57065,48,Widowed,2,Mortgage,516,0.48639006608060076,3,0,0.30546501599503717,0,Education,0,25,19,5640,2986,31109,36490,4022.75,0.9611923449034231,5,16842,0.263065,0.2472626152721545,1883.409538987263,0.59646001839221,0,56.0
2035-08-17,41,49939,552,Employed,High School,18,15322,12,Married,3,Own,629,0.3364373472312737,3,0,0.314288146435637,0,Auto,0,21,13,4822,709,64446,58636,4161.583333333333,0.8996230434493259,4,12890,0.204322,0.18923361141950626,1411.4627280607347,0.49030923199761345,0,55.0
2035-08-18,66,41596,586,Employed,Associate,45,17292,72,Single,2,Rent,489,0.173503185112297,3,2,0.12257397129437685,0,Home,0,26,28,6390,303,85421,14087,3466.3333333333335,0.6417489598936831,5,71334,0.239292,0.23341934869496025,448.36064129334403,0.27041849445908567,0,48.0
2035-08-19,45,87618,631,Self-Employed,Associate,20,15049,48,Married,3,Rent,432,0.13062985131064242,0,0,0.4604268649594257,0,Home,0,23,16,8516,887,30649,15482,7301.5,0.7877413286653483,4,15167,0.19454900000000003,0.18344029712193416,444.7743298298758,0.12008139831950637,1,43.2
2035-08-20,39,39440,523,Employed,Associate,20,27053,48,Married,1,Mortgage,998,0.1606287935823397,5,1,0.40173794278407976,0,Education,0,24,27,2714,669,165120,9457,3286.6666666666665,0.7467468908460684,3,155663,0.260553,0.301301632238914,976.1192566199447,0.6006448042454193,0,52.0
2035-08-21,52,44501,626,Employed,Doctorate,31,18655,48,Married,0,Mortgage,330,0.4865385404001824,3,0,0.4759137147857413,0,Auto,0,19,12,1071,2440,200466,100157,3708.4166666666665,0.6691566132542536,3,100309,0.20065500000000003,0.19810430866282608,565.7959345096714,0.24155752037293673,1,40.800000000000004
2035-08-22,42,20606,638,Self-Employed,Master,16,17542,48,Single,0,Rent,680,0.6709695368242173,4,0,0.16337424024965608,0,Other,0,25,10,9696,1711,11407,8029,1717.1666666666667,0.8473136987475012,5,10215,0.19354200000000002,0.19313963119407124,527.4185621530162,0.7031458189768123,0,54.0
2035-08-23,42,87272,584,Employed,Bachelor,20,64170,60,Single,3,Mortgage,1584,0.5699808824669537,3,1,0.5533326319058203,0,Debt Consolidation,0,18,23,1163,1383,132575,47460,7272.666666666667,0.8825862720970469,5,85115,0.27717,0.26551689226384556,1942.2940075325869,0.4848694666146191,0,56.0
2035-08-24,26,38289,552,Employed,High School,6,23778,60,Single,2,Mortgage,692,0.15773307711440374,0,1,0.532023993458928,0,Home,0,21,23,2360,6909,56329,8459,3190.75,0.6935922402519997,9,47870,0.252778,0.23465691043452858,676.6902823534839,0.42895566319939943,0,58.0
2035-08-25,42,61137,599,Employed,Bachelor,19,30915,72,Married,1,Mortgage,256,0.2822731807950848,2,1,0.10428371111200388,0,Education,0,24,5,2646,840,34278,25402,5094.75,0.9032879847341997,6,14104,0.246415,0.29569799999999996,921.4950147009282,0.23111929235015027,0,52.0
2035-08-26,52,78639,575,Employed,Bachelor,30,26996,108,Single,0,Mortgage,261,0.30191845782107796,3,0,0.03482638821580663,0,Education,0,16,19,4516,542,516582,6677,6553.25,0.9479860996711907,2,509905,0.28449599999999997,0.25035679965664914,631.0760173415571,0.13612726774372366,1,33.6
2035-08-27,29,32452,467,Employed,Associate,8,14475,48,Married,3,Mortgage,243,0.3580458135075361,4,1,0.24647848050458396,0,Auto,0,16,14,5170,264,11686,7030,2704.3333333333335,0.8629657371899399,6,15126,0.27597499999999997,0.30728893953486386,527.3410827643446,0.28485433850524267,0,53.0
2035-08-28,57,26238,562,Employed,Master,37,16494,36,Divorced,1,Mortgage,536,0.44427145379480737,5,2,0.4273517539638413,0,Home,0,21,27,1372,341,25853,154887,2186.5,0.7450115374290933,8,13300,0.220494,0.21019333492148717,621.5763012060185,0.5294197581550507,0,59.0
2035-08-29,38,47496,525,Employed,High School,10,12575,48,Married,0,Mortgage,263,0.4571670474436932,1,1,0.16833860920087046,0,Auto,0,26,23,16553,757,45151,43123,3958.0,0.809202281058028,4,14679,0.24507500000000002,0.2108157193231972,389.9455488271077,0.1649685570558635,1,41.6
2035-08-30,29,60499,621,Employed,High School,7,11917,36,Single,0,Mortgage,437,0.2636877679191157,3,1,0.04594688422337662,0,Education,1,20,10,12725,1352,121761,14920,5041.583333333333,0.7452517951846277,4,106841,0.18641700000000003,0.19426491090577366,439.403750271848,0.1738350221204016,0,49.0
2035-08-31,51,39471,500,Employed,High School,32,22409,72,Single,4,Rent,160,0.23825495417415132,2,3,0.052053950005416155,0,Education,0,26,28,3724,1702,89840,61572,3289.25,0.8982032877280107,5,28268,0.28740899999999997,0.28419216484690335,651.486523028422,0.24670867919082526,0,51.0
2035-09-01,36,96946,518,Self-Employed,Bachelor,11,23163,60,Married,0,Mortgage,1032,0.15312954380908309,1,2,0.10831711563798783,0,Home,0,33,18,2879,836,46724,84213,8078.833333333333,0.8590785949407124,6,10426,0.269163,0.2778384797934753,718.181541220118,0.21663790661441854,0,51.0
2035-09-02,49,15000,597,Employed,Bachelor,25,20659,36,Single,1,Own,359,0.449187495799974,2,1,0.23957775849659857,0,Education,0,17,28,1326,3856,144577,66389,1250.0,0.9793704073177191,3,78188,0.207159,0.23328038759901978,803.2405973211269,0.9297924778569014,0,53.0
2035-09-03,36,88110,545,Employed,Associate,15,26582,84,Single,2,Mortgage,546,0.6601137086359855,6,0,0.13222701220315722,1,Other,0,23,17,2892,556,234122,18917,7342.5,0.8916646277660673,5,215205,0.279082,0.25459441794776816,680.6621527673718,0.16706328263770812,0,59.0
2035-09-04,39,82465,521,Employed,High School,18,20265,60,Married,1,Own,317,0.07375354414305137,2,1,0.23298333875196958,0,Home,0,18,26,2977,2200,24950,12182,6872.083333333333,0.7649511583083042,1,12768,0.26476500000000003,0.2346723185182315,576.7329965297581,0.13005270064096403,1,40.0
2035-09-05,45,67428,583,Employed,High School,21,40928,12,Single,1,Rent,266,0.05519507566422434,1,1,0.09770067127568643,0,Education,0,30,29,499,58,30783,36680,5619.0,0.9250374879493766,7,11761,0.214428,0.21122919265800613,3813.375433545577,0.725996695772482,0,49.0
2035-09-06,43,15000,596,Employed,High School,21,17152,36,Single,3,Rent,753,0.09695710375142609,2,1,0.15372415688260554,0,Other,1,27,10,6927,765,273725,10087,1250.0,0.8756658372707585,8,263638,0.204152,0.20880993529046413,645.1551996599533,1.1185241597279627,0,51.0
2035-09-07,18,81241,526,Employed,Associate,0,35959,84,Divorced,5,Own,406,0.348579206356681,1,0,0.1202502436796633,0,Debt Consolidation,0,23,20,28023,1557,29580,9462,6770.083333333333,0.8486711855235377,6,20118,0.297959,0.3086823868636927,1049.2530943895415,0.21495349802038993,0,49.0
2035-09-08,26,20946,567,Employed,High School,0,32134,48,Married,1,Other,238,0.5001159612037601,2,1,0.00886600407397144,0,Auto,0,22,17,1920,11449,91627,83800,1745.5,0.88469639908048,6,12460,0.243634,0.2568870239323007,1077.8515928253894,0.7538536767833798,0,53.0
2035-09-09,51,35460,589,Employed,High School,29,6116,120,Divorced,1,Other,512,0.2914785973672741,6,2,0.40811854674199716,0,Home,1,19,1,3031,2556,14429,4257,2955.0,0.5570502026076813,4,10172,0.266616,0.2724022079212256,148.9062591218541,0.22365694048116888,0,67.0
2035-09-10,38,49319,619,Employed,Master,13,10356,48,Single,1,Mortgage,609,0.09841907295772341,3,0,0.08635999168237622,0,Home,0,21,21,9707,141,233722,129429,4109.916666666667,0.7855335670797109,5,104293,0.19585600000000003,0.2251162788099338,329.1602092327629,0.22826745292469747,0,43.0
2035-09-11,33,50733,530,Employed,Bachelor,8,9297,36,Single,1,Rent,383,0.22592334811335163,1,1,0.143207362357916,0,Other,0,21,29,1155,2639,111606,17094,4227.75,0.8387612291495964,11,94512,0.229297,0.19928104940630884,345.16935677569546,0.17223567069379586,1,38.400000000000006
2035-09-12,23,72871,564,Unemployed,Bachelor,3,25618,60,Married,1,Own,206,0.3045518189048928,5,1,0.2923251764592529,0,Home,0,15,22,421,2228,28755,75511,6072.583333333333,0.7635234784720695,6,14149,0.248618,0.2504981045501161,752.670485307063,0.15786864217157384,0,55.0
2035-09-13,27,63973,510,Employed,High School,2,12791,24,Married,1,Own,837,0.2802127787468242,4,0,0.24303131583293935,0,Home,0,30,12,2668,2675,75762,31134,5331.083333333333,0.793307877645565,6,44628,0.232791,0.20730851694589147,655.5841277823641,0.2799776395258683,0,52.0
2035-09-14,18,64517,576,Employed,Associate,0,37119,72,Divorced,1,Mortgage,647,0.36082878914457156,5,3,0.5094983200604231,0,Home,1,25,16,7385,3474,17824,32076,5376.416666666667,0.9404780829772688,4,15255,0.264119,0.3100579242723412,1140.87243187467,0.3325397830416175,0,64.0
2035-09-15,38,52006,589,Unemployed,Associate,19,12744,60,Married,4,Rent,273,0.20906504775027637,6,0,0.14603697817055078,0,Other,0,30,26,1559,1004,29708,39211,4333.833333333333,0.88023238059946,5,15470,0.223244,0.1785952,322.64072098617874,0.13743969257074462,1,42.400000000000006
2035-09-16,32,47201,460,Employed,High School,10,24060,108,Married,0,Mortgage,338,0.188763619212535,1,2,0.15892454689684088,0,Debt Consolidation,1,34,17,1724,1079,10368,16244,3933.4166666666665,0.6169789760053197,6,19935,0.33906000000000003,0.32344124306864275,687.3786626919763,0.2606839675494951,0,56.0
2035-09-17,28,20446,494,Employed,High School,5,13268,60,Married,2,Mortgage,405,0.2673696680216529,6,0,0.2206146889519226,0,Debt Consolidation,0,29,25,802,190,26554,27964,1703.8333333333333,0.7750992100179888,2,12235,0.271268,0.23416404289211779,377.21222923969435,0.4590896386029704,0,54.0
2035-09-18,39,29041,592,Self-Employed,Master,17,29316,12,Divorced,1,Rent,776,0.5613257673524081,3,0,0.24641157118206108,0,Debt Consolidation,0,23,28,422,1868,119579,10014,2420.0833333333335,0.9028974325841949,4,109565,0.19831600000000002,0.1895263374049927,2700.999577654959,1.4367272109038776,0,54.0
2035-09-19,44,106348,597,Employed,Master,22,18777,48,Divorced,2,Mortgage,509,0.012025169643081245,8,2,0.35610512201727507,0,Education,1,27,7,7138,638,100986,74216,8862.333333333334,0.8027630836810759,9,26770,0.215277,0.1912959364286251,562.7193916115576,0.1209297090621233,1,47.2
2035-09-20,65,75162,527,Employed,High School,40,17575,48,Single,1,Rent,756,0.17526745332509452,4,0,0.21462286383301604,0,Auto,0,19,12,27285,512,88501,5900,6263.5,0.8480356400698725,9,82601,0.24907500000000002,0.22879486607515342,562.1448124871814,0.21044860101974636,0,49.0
2035-09-21,21,48975,557,Employed,Associate,0,15617,96,Married,0,Rent,343,0.4249894101700235,3,1,0.4955369006459207,0,Home,0,20,10,11201,413,43618,88089,4081.25,0.807931142830553,9,15620,0.272117,0.3103263095211693,441.96221296353775,0.1923337734673293,0,58.0
2035-09-22,53,58268,576,Self-Employed,Doctorate,32,12656,48,Married,3,Mortgage,697,0.2675947412244355,7,0,0.10413976818347755,0,Debt Consolidation,0,24,29,4410,226,105463,12704,4855.666666666667,0.8502644800348097,5,92759,0.21965600000000002,0.23192426558415913,406.9788816052615,0.22735886900636948,1,40.800000000000004
2035-09-23,51,72809,550,Employed,High School,27,26382,60,Divorced,2,Mortgage,680,0.29266014937368917,2,1,0.4892965984628087,0,Other,0,30,14,1655,889,11675,151413,6067.416666666667,0.9547092856368002,13,14378,0.256382,0.27179773852717126,808.4201242392988,0.24531364928609903,0,56.0
2035-09-24,30,21553,563,Employed,Bachelor,7,15673,36,Divorced,1,Other,543,0.45642342857448887,1,0,0.1611833829441264,0,Home,1,21,21,9944,5364,24450,58047,1796.0833333333333,0.8888933138660435,4,13234,0.21917299999999998,0.23976665099927655,614.7044876793549,0.6445717000952191,0,59.0
2035-09-25,42,133982,680,Employed,Doctorate,24,72915,36,Single,3,Own,177,0.3496942728123671,1,2,0.21639139870979815,0,Home,0,17,2,4966,957,31672,16610,11165.166666666666,0.5383693328918275,7,15062,0.217915,0.21915350775997572,2781.4648422899336,0.2649727434094073,0,48.0
2035-09-26,34,57206,619,Employed,Doctorate,11,48792,48,Divorced,5,Rent,564,0.39716975910960545,4,1,0.406500887393467,0,Home,0,30,3,996,565,21727,12612,4767.166666666667,0.9569957963045647,7,14209,0.23429200000000003,0.2350289257575235,1577.3295683272086,0.4491828622858879,0,56.0
2035-09-27,42,110564,595,Employed,Associate,19,19262,60,Divorced,1,Mortgage,450,0.35533219484694084,8,1,0.39492547068751543,0,Home,0,24,16,666,1123,99862,7666,9213.666666666666,0.9173461494787764,5,92196,0.22676200000000002,0.21742046777580265,529.1742992996022,0.1062741180817918,1,40.800000000000004
2035-09-28,58,17796,577,Employed,High School,35,17926,48,Single,1,Rent,1708,0.24726176838035197,8,0,0.16523606994140774,0,Home,0,24,19,881,1188,19767,37755,1483.0,0.7716189768643824,6,10370,0.22442600000000001,0.2388006331031821,583.232551913448,1.5449983492336128,0,52.0
2035-09-29,47,117318,570,Employed,High School,23,19984,48,Married,3,Rent,541,0.2074040736756374,7,1,0.2536030198674598,0,Home,0,15,28,2300,2265,6081,122259,9776.5,0.7126509540715015,5,12677,0.22998400000000002,0.1952172782277472,603.0396652883575,0.11701934897850533,1,40.800000000000004
2035-09-30,46,51947,606,Employed,Master,25,46627,36,Married,1,Mortgage,285,0.5488642367156692,1,2,0.2787753939826081,0,Home,1,34,5,4936,815,109538,10263,4328.916666666667,0.9068318505313309,8,99275,0.228627,0.19042377017876952,1710.159426129529,0.4608911604819209,0,56.0
2035-10-01,34,48573,647,Employed,Master,11,63059,60,Married,0,Mortgage,586,0.13259052306412114,3,1,0.17521573534464358,0,Debt Consolidation,0,16,8,5532,352,74045,6039,4047.75,0.8507449144866198,4,68006,0.24455900000000003,0.2790722204656358,1959.8657162137067,0.6289582400626785,0,46.0
2035-10-02,22,45002,601,Employed,Bachelor,3,8237,12,Married,1,Mortgage,310,0.32022128105626474,3,3,0.22988869352902278,0,Education,0,26,27,1500,759,37479,61135,3750.1666666666665,0.5030210227841473,2,16912,0.172737,0.1943780769378126,760.8158884219995,0.2855382129919558,0,50.0
2035-10-03,37,37325,563,Employed,Bachelor,14,42978,48,Single,3,Mortgage,405,0.1288559432669056,1,0,0.48456970867625654,0,Auto,0,20,12,2984,1667,105468,37827,3110.4166666666665,0.8545020025769632,7,67641,0.256478,0.22165034916512916,1357.9218284546587,0.5667799582439627,0,54.0
2035-10-04,54,49624,636,Employed,Bachelor,28,19062,12,Divorced,2,Rent,190,0.505167427098173,7,2,0.3311724188456923,0,Education,0,25,9,7132,344,56882,46150,4135.333333333333,0.7319178305983024,4,10732,0.16606200000000002,0.16253981241646162,1731.8034854193913,0.46472758796212915,0,54.0
2035-10-05,21,28934,572,Self-Employed,Bachelor,0,14596,60,Single,3,Mortgage,604,0.31550885589793126,5,0,0.637856960413894,0,Home,0,22,29,3896,448,165157,16987,2411.1666666666665,0.7606005380110594,5,148170,0.23359600000000003,0.21246139858191634,396.8944854443244,0.4151079638256685,0,59.0
2035-10-06,27,28681,567,Employed,Master,6,38530,12,Married,0,Own,203,0.48883854323783055,2,3,0.14682573720427602,0,Home,0,18,1,1440,5734,55345,87512,2390.0833333333335,0.8730409412204481,6,14619,0.22003,0.18723519500261004,3545.7108173409156,1.568443562222063,0,57.0
2035-10-07,41,69182,615,Employed,Bachelor,20,22943,96,Single,0,Other,475,0.47501980207505906,3,1,0.5671218795416092,0,Home,0,30,27,1145,1209,34205,3440,5765.166666666667,0.7083672499832676,1,30765,0.25044299999999997,0.2520765659226695,557.7570860586599,0.17913742061090915,0,56.0
2035-10-08,28,26344,537,Employed,Bachelor,5,43653,48,Married,0,Other,337,0.19053200442095783,6,3,0.07243347944440433,0,Other,0,28,13,457,2553,129072,39216,2195.3333333333335,0.997276443744557,5,89856,0.270153,0.2844682481090004,1532.5823775642496,0.8516166311407148,0,49.0
2035-10-09,30,24400,475,Employed,High School,10,35451,60,Married,5,Mortgage,372,0.39265926458999867,1,1,0.0388717220028353,0,Debt Consolidation,0,32,26,1092,166,29419,33634,2033.3333333333333,0.9318054601695535,7,19168,0.30295099999999997,0.33636603526792946,1227.3898619425165,0.7865851780045163,0,52.0
2035-10-10,34,22043,614,Unemployed,Bachelor,11,26004,84,Widowed,0,Mortgage,514,0.2615420950510136,2,0,0.3959513039176347,0,Debt Consolidation,0,21,21,3299,1589,29350,25605,1836.9166666666667,0.7847082232880691,5,16344,0.244004,0.2356885636639912,634.5988487252496,0.6252863124213126,0,56.0
2035-10-11,23,26550,529,Employed,Associate,0,49579,36,Divorced,2,Mortgage,216,0.21119317751071184,4,0,0.45546845206771713,0,Auto,0,21,20,4105,508,14299,3728,2212.5,0.7203891628345996,5,10571,0.27007899999999996,0.27790003264090973,2045.1446033100724,1.0219862613830835,0,58.0
2035-10-12,28,75633,519,Employed,High School,4,20414,48,Married,2,Own,706,0.3408932710135146,0,0,0.2518852153356245,0,Debt Consolidation,0,14,18,18395,786,23646,41801,6302.75,0.7156482669135016,7,14965,0.255914,0.2806660626991315,712.2499579336961,0.2250208175691081,0,52.0
2035-10-13,48,38265,638,Employed,Master,29,12727,84,Married,2,Own,336,0.27200593189156064,3,0,0.15388940804648485,0,Auto,0,30,5,6620,416,14252,85604,3188.75,0.613908182543969,3,13086,0.218727,0.2178737039545608,296.4730918560521,0.1983451483672449,0,50.0
2035-10-14,24,31865,551,Self-Employed,Bachelor,0,57466,48,Married,2,Rent,776,0.431719604362699,4,1,0.5633570497725214,0,Debt Consolidation,0,18,23,5370,619,123696,16238,2655.4166666666665,0.795793660004995,3,107458,0.276966,0.27196472368711627,1976.4800983817763,1.036552994840148,0,59.0
2035-10-15,20,52914,534,Employed,Master,0,19565,48,Married,1,Own,235,0.21321647860195572,3,1,0.47499283247241486,0,Education,0,30,9,4387,1538,43458,31093,4409.5,0.873500411605918,2,12365,0.247565,0.2253811536994423,622.1463083590498,0.19438628151923118,0,57.0
2035-10-16,32,32978,559,Employed,High School,8,24022,48,Married,0,Mortgage,437,0.18833374481046475,4,1,0.1765941195036288,0,Debt Consolidation,0,29,4,680,4143,63984,26924,2748.1666666666665,0.6410781588973807,2,37060,0.23952199999999998,0.23965709767775256,782.7059816084075,0.4438253314118773,0,53.0
2035-10-17,48,223112,623,Employed,Bachelor,25,16626,48,Single,2,Rent,391,0.041579108212199,2,1,0.49093865309043544,0,Auto,0,14,27,481,1655,114028,59017,18592.666666666668,0.6397186464835702,6,55011,0.20012600000000003,0.1807257610627259,489.01949711938073,0.04733153736882179,1,38.400000000000006
2035-10-18,37,40671,577,Employed,High School,14,23164,60,Married,0,Rent,730,0.19566975571247444,1,2,0.3355113507406472,0,Auto,0,17,20,13381,1892,61590,17177,3389.25,0.8927304820073422,6,44413,0.239664,0.24992957356875461,679.7984173377913,0.41596176656717304,0,54.0
2035-10-19,34,56923,601,Employed,Master,9,25845,12,Single,0,Own,810,0.36956499672851295,2,0,0.33307199163687456,0,Home,0,26,12,1156,666,60403,23761,4743.583333333333,0.8832272448882359,7,36642,0.19034500000000001,0.17868754845132243,2367.8554028434346,0.6699271794199395,0,51.0
2035-10-20,40,67265,587,Self-Employed,High School,14,12631,48,Single,0,Mortgage,719,0.18662663435743038,4,0,0.3670831348108208,0,Auto,0,26,18,12708,540,65829,6556,5605.416666666667,0.9096191003541768,5,59273,0.21413100000000002,0.2475328625844463,417.071504800807,0.2026738728552692,0,54.0
2035-10-21,19,70655,602,Employed,Bachelor,0,12770,60,Divorced,0,Mortgage,621,0.10450890818426423,1,1,0.1931614168260018,0,Home,0,15,20,1124,5334,68252,4737,5887.916666666667,0.805596232315661,9,63515,0.21677000000000002,0.20804675783797952,344.0697839727366,0.16390683472751877,1,35.2
2035-10-22,45,71752,567,Employed,Bachelor,20,14164,72,Single,1,Rent,289,0.21698377518086448,2,1,0.4560433624270918,0,Debt Consolidation,0,22,5,9503,1656,11159,13023,5979.333333333333,0.7340137949636508,8,16491,0.245664,0.27660182149077284,404.9796372551594,0.11606304558844231,0,58.0
2035-10-23,44,46492,615,Employed,Associate,22,20666,48,Married,3,Own,415,0.21479660583792246,4,0,0.14696390535586962,0,Other,0,22,29,4461,2153,14277,8824,3874.3333333333335,0.619260614795662,7,18140,0.208166,0.20615525442112054,635.6711460941746,0.2711875968581712,0,48.0
